bioguide_id,birthday,chamber,contact_form,crp_id,district,facebook_id,fax,fec_ids,first_name,gender,govtrack_id,icpsr_id,in_office,last_name,leadership_role,lis_id,middle_name,name_suffix,nickname,oc_email,ocd_id,office,other_names,party,phone,senate_class,state,state_name,state_rank,term_end,term_start,thomas_id,title,twitter_id,votesmart_id,website,youtube_id,ntweets,nfollowers,twitter_screen_name
59,C000141,1943-10-05,senate,http://www.cardin.senate.gov/contact/,N00001955,,120421834675191,202-224-1651,"[H6MD03177, S6MD03177]",Benjamin,M,400064,15408.0,True,Cardin,,S308,L.,,,Sen.Cardin@opencongress.org,ocd-division/country:us/state:md,509 Hart Senate Office Building,,D,202-224-4524,1,MD,Maryland,junior,2019-01-03,2013-01-03,00174,Sen,SenatorCardin,26888.0,http://www.cardin.senate.gov,senatorcardin,1399,27561,SenatorCardin
60,H001042,1947-11-03,senate,http://www.hirono.senate.gov/contact/email,N00028139,,,202-225-4987,"[H6HI02251, S2HI00106]",Mazie,F,412200,20713.0,True,Hirono,,S361,K.,,,Sen.Hirono@opencongress.org,ocd-division/country:us/state:hi,330 Hart Senate Office Building,,D,202-224-6361,1,HI,Hawaii,junior,2019-01-03,2013-01-03,01844,Sen,MazieHirono,1677.0,http://www.hirono.senate.gov,CongresswomanHirono,398,13555,maziehirono
61,L000577,1971-06-04,senate,http://www.lee.senate.gov/public/index.cfm/contact,N00031696,,178081365556898,,[S0UT00165],Mike,M,412495,41110.0,True,Lee,,S346,,,,Sen.Lee@opencongress.org,ocd-division/country:us/state:ut,316 Hart Senate Office Building,,R,202-224-5444,3,UT,Utah,junior,2017-01-03,2011-01-05,02080,Sen,SenMikeLee,66395.0,http://www.lee.senate.gov,senatormikelee,1599,164613,SenMikeLee
62,I000055,1944-12-28,senate,http://www.isakson.senate.gov/public/index.cfm/email-me,N00002593,,,202-228-0724,"[S6GA00119, H8GA06146]",John,M,400194,29909.0,True,Isakson,,S305,H.,,Johnny,Sen.Isakson@opencongress.org,ocd-division/country:us/state:ga,131 Russell Senate Office Building,,R,202-224-3643,3,GA,Georgia,senior,2017-01-03,2011-01-05,01608,Sen,SenatorIsakson,1721.0,http://www.isakson.senate.gov,SenatorIsakson,1055,18861,SenatorIsakson
63,A000360,1940-07-03,senate,http://www.alexander.senate.gov/public/index.cfm?p=Email,N00009888,,89927603836,202-228-3398,"[S2TN00058, P60003225]",Lamar,M,300002,40304.0,True,Alexander,,S289,,,,Sen.Alexander@opencongress.org,ocd-division/country:us/state:tn,455 Dirksen Senate Office Building,,R,202-224-4944,2,TN,Tennessee,senior,2021-01-03,2015-01-06,01695,Sen,SenAlexander,15691.0,http://www.alexander.senate.gov,lamaralexander,1499,26965,SenAlexander
64,S000770,1950-04-29,senate,http://www.stabenow.senate.gov/?p=contact,N00004118,,,202-228-0325,"[S8MI00281, H6MI08163]",Debbie,F,300093,29732.0,True,Stabenow,,S284,Ann,,,Sen.Stabenow@opencongress.org,ocd-division/country:us/state:mi,133 Hart Senate Office Building,,D,202-224-4822,1,MI,Michigan,senior,2019-01-03,2013-01-03,01531,Sen,SenStabenow,515.0,http://www.stabenow.senate.gov,senatorstabenow,399,19514,SenStabenow
65,R000307,1936-04-20,senate,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat,N00005285,,205694792808927,202-224-3514,"[S6KS00080, H0KS01016]",Pat,M,300083,14852.0,True,Roberts,,S260,,,,Sen.Roberts@opencongress.org,ocd-division/country:us/state:ks,109 Hart Senate Office Building,,R,202-224-4774,2,KS,Kansas,senior,2021-01-03,2015-01-06,00968,Sen,SenPatRoberts,26866.0,http://www.roberts.senate.gov,SenPatRoberts,799,15551,SenPatRoberts
66,C001071,1952-08-24,senate,http://www.corker.senate.gov/public/index.cfm?p=ContactMe,N00027441,,109251415789533,202-228-0566,"[S6TN00216, S4TN00187]",Bob,M,412248,40705.0,True,Corker,,S310,,,,Sen.Corker@opencongress.org,ocd-division/country:us/state:tn,425 Dirksen Senate Office Building,,R,202-224-3344,1,TN,Tennessee,junior,2019-01-03,2013-01-03,01825,Sen,SenBobCorker,65905.0,http://www.corker.senate.gov,senatorcorker,1199,36934,SenBobCorker
67,G000555,1966-12-09,senate,http://www.gillibrand.senate.gov/contact/,N00027658,,,202-225-1168,"[H6NY20167, S0NY00410]",Kirsten,F,412223,20735.0,True,Gillibrand,,S331,E.,,,Sen.Gillibrand@opencongress.org,ocd-division/country:us/state:ny,478 Russell Senate Office Building,,D,202-224-4451,1,NY,New York,junior,2019-01-03,2013-01-03,01866,Sen,,65147.0,http://www.gillibrand.senate.gov,KirstenEGillibrand,799,132802,SenGillibrand
68,U000039,1948-05-18,senate,http://www.tomudall.senate.gov/?p=contact,N00006561,,106433512869,,"[H8NM03097, S8NM00184]",Tom,M,400413,29924.0,True,Udall,,S326,S.,,,Sen.Tomudall@opencongress.org,ocd-division/country:us/state:nm,110 Hart Senate Office Building,,D,202-224-6621,2,NM,New Mexico,senior,2021-01-03,2015-01-06,01567,Sen,SenatorTomUdall,22658.0,http://www.tomudall.senate.gov,senatortomudall,1199,18276,SenatorTomUdall
69,M001170,1953-07-24,senate,http://www.mccaskill.senate.gov/?p=contact,N00027694,,131498087618,202-228-6326,"[S6MO00305, P80005721]",Claire,F,412243,40701.0,True,McCaskill,,S312,,,,Sen.Mccaskill@opencongress.org,ocd-division/country:us/state:mo,506 Hart Senate Office Building,,D,202-224-6154,1,MO,Missouri,senior,2019-01-03,2013-01-03,01820,Sen,McCaskillOffice,2109.0,http://www.mccaskill.senate.gov,SenatorMcCaskill,599,6269,McCaskillOffice
70,C001075,1957-09-28,senate,,N00030245,,,,[H8LA00017],Bill,M,412269,20919.0,True,Cassidy,,S373,,,,Sen.Cassidy@opencongress.org,ocd-division/country:us/state:la,B85 Russell Senate Office Building,,R,202-224-5824,2,LA,Louisiana,junior,2021-01-03,2015-01-06,01925,Sen,,69494.0,http://www.cassidy.senate.gov,RepBillCassidy,198,11941,BillCassidy
71,S001141,1946-12-24,senate,http://www.sessions.senate.gov/public/index.cfm/contact-jeff,N00003062,,23444159584,202-224-3149,[S6AL00195],Jefferson,M,300088,49700.0,True,Sessions,,S261,B.,,Jeff,Sen.Sessions@opencongress.org,ocd-division/country:us/state:al,326 Russell Senate Office Building,,R,202-224-4124,2,AL,Alabama,junior,2021-01-03,2015-01-06,01548,Sen,SenatorSessions,443.0,http://www.sessions.senate.gov,SenatorSessions,1651,38198,SenatorSessions
72,B000944,1952-11-09,senate,http://www.brown.senate.gov/contact,N00003535,,,202-228-6321,"[H2OH13033, S6OH00163]",Sherrod,M,400050,29389.0,True,Brown,,S307,,,,Sen.Brown@opencongress.org,ocd-division/country:us/state:oh,713 Hart Senate Office Building,,D,202-224-2315,1,OH,Ohio,senior,2019-01-03,2013-01-03,00136,Sen,SenSherrodBrown,27018.0,http://www.brown.senate.gov,SherrodBrownOhio,1552,44919,SenSherrodBrown
73,K000367,1960-05-25,senate,http://www.klobuchar.senate.gov/public/email-amy,N00027500,,,202-228-2186,[S6MN00267],Amy,F,412242,40700.0,True,Klobuchar,,S311,Jean,,,Sen.Klobuchar@opencongress.org,ocd-division/country:us/state:mn,302 Hart Senate Office Building,,D,202-224-3244,1,MN,Minnesota,senior,2019-01-03,2013-01-03,01826,Sen,,65092.0,http://www.klobuchar.senate.gov,senatorklobuchar,799,46897,amyklobuchar
74,S000033,1941-09-08,senate,http://www.sanders.senate.gov/contact/comment,N00000528,,9124187907,202-228-0776,"[H8VT01016, S4VT00033]",Bernard,M,400357,29147.0,True,Sanders,,S313,,,Bernie,Sen.Sanders@opencongress.org,ocd-division/country:us/state:vt,332 Dirksen Senate Office Building,,I,202-224-5141,1,VT,Vermont,junior,2019-01-03,2013-01-03,01010,Sen,SenSanders,27110.0,http://www.sanders.senate.gov,senatorsanders,2399,272348,SenSanders
75,M001176,1956-10-24,senate,http://www.merkley.senate.gov/contact/,N00029303,,74374931545,202-228-3997,[S8OR00207],Jeff,M,412325,40908.0,True,Merkley,,S322,,,,Sen.Merkley@opencongress.org,ocd-division/country:us/state:or,313 Hart Senate Office Building,,D,202-224-3753,2,OR,Oregon,junior,2021-01-03,2015-01-06,01900,Sen,SenJeffMerkley,23644.0,http://www.merkley.senate.gov,SenatorJeffMerkley,399,32447,SenJeffMerkley
76,M000133,1946-07-11,senate,http://www.markey.senate.gov/contact,N00000270,,6846731378,,"[H6MA07101, S4MA00028]",Edward,M,400253,14435.0,True,Markey,,S369,J.,,Ed,Sen.Markey@opencongress.org,ocd-division/country:us/state:ma,218 Russell Senate Office Building,,D,202-224-2742,2,MA,Massachusetts,junior,2021-01-03,2015-01-06,00735,Sen,MarkeyMemo,26900.0,http://www.markey.senate.gov,RepMarkey,799,23734,SenMarkey
77,B000575,1950-01-10,senate,http://www.blunt.senate.gov/public/index.cfm/contact-form?p=contact-roy,N00005195,,142473042477322,202-224-8149,"[H6MO07128, S0MO00183]",Roy,M,400034,29735.0,True,Blunt,,S342,,,,Sen.Blunt@opencongress.org,ocd-division/country:us/state:mo,260 Russell Senate Office Building,,R,202-224-5721,3,MO,Missouri,junior,2017-01-03,2011-01-05,01464,Sen,RoyBlunt,418.0,http://www.blunt.senate.gov,SenatorBlunt,2999,34667,RoyBlunt
78,B001135,1955-11-30,senate,http://www.burr.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm,N00002221,,132653626787856,202-228-2981,"[S4NC00089, H2NC05074]",Richard,M,400054,29548.0,True,Burr,,S300,M.,,,Sen.Burr@opencongress.org,ocd-division/country:us/state:nc,217 Russell Senate Office Building,,R,202-224-3154,3,NC,North Carolina,senior,2017-01-03,2011-01-05,00153,Sen,SenatorBurr,21787.0,http://www.burr.senate.gov,SenatorRichardBurr,998,30638,SenatorBurr
79,S000320,1934-05-06,senate,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,N00009920,,50850514797,202-224-3416,[S6AL00013],Richard,M,300089,14659.0,True,Shelby,,S184,C.,,,Sen.Shelby@opencongress.org,ocd-division/country:us/state:al,304 Russell Senate Office Building,,R,202-224-5744,3,AL,Alabama,senior,2017-01-03,2011-01-05,01049,Sen,SenShelby,53266.0,http://www.shelby.senate.gov,SenatorRichardShelby,398,17588,SenShelby
80,N000032,1942-09-29,senate,http://www.billnelson.senate.gov/contact-bill,N00009926,,,202-228-2183,[S8FL00166],Bill,M,300078,14651.0,True,Nelson,,S282,,,,Sen.Billnelson@opencongress.org,ocd-division/country:us/state:fl,716 Hart Senate Office Building,,D,202-224-5274,1,FL,Florida,senior,2019-01-03,2013-01-03,00859,Sen,SenBillNelson,1606.0,http://www.billnelson.senate.gov,senbillnelson,526,39478,SenBillNelson
81,I000024,1934-11-17,senate,http://www.inhofe.senate.gov/contact,N00005582,,55018309421,202-228-0380,"[S4OK00083, H6OK01102]",James,M,300055,15424.0,True,Inhofe,,S236,M.,,Jim,Sen.Inhofe@opencongress.org,ocd-division/country:us/state:ok,205 Russell Senate Office Building,,R,202-224-4721,2,OK,Oklahoma,senior,2021-01-03,2015-01-06,00583,Sen,InhofePress,27027.0,http://www.inhofe.senate.gov,jiminhofepressoffice,599,10982,InhofePress
82,C001035,1952-12-07,senate,http://www.collins.senate.gov/public/index.cfm/email,N00000491,,7593313361,202-224-2693,[S6ME00159],Susan,F,300025,49703.0,True,Collins,,S252,M.,,,Sen.Collins@opencongress.org,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,,R,202-224-2523,2,ME,Maine,senior,2021-01-03,2015-01-06,01541,Sen,SenatorCollins,379.0,http://www.collins.senate.gov,SenatorSusanCollins,199,34599,SenatorCollins
83,M000303,1936-08-29,senate,http://www.mccain.senate.gov/public/index.cfm/contact-form,N00006424,,6425923706,202-228-2862,"[S6AZ00019, P80002801]",John,M,300071,15039.0,True,McCain,,S197,S.,,,Sen.Mccain@opencongress.org,ocd-division/country:us/state:az,241 Russell Senate Office Building,,R,202-224-2235,3,AZ,Arizona,senior,2017-01-03,2011-01-05,00754,Sen,SenJohnMcCain,53270.0,http://www.mccain.senate.gov,SenatorJohnMcCain,3243,1949708,SenJohnMcCain
84,V000127,1961-05-03,senate,http://www.vitter.senate.gov/contact/email-senator-vitter,N00009659,,,202-228-5061,"[S4LA00057, H0LA01079]",David,M,400418,29918.0,True,Vitter,,S299,,,,Sen.Vitter@opencongress.org,ocd-division/country:us/state:la,516 Hart Senate Office Building,,R,202-224-4623,3,LA,Louisiana,senior,2017-01-03,2011-01-05,01609,Sen,,4615.0,http://www.vitter.senate.gov,SenatorVitter,1799,29983,DavidVitter
85,P000449,1955-12-19,senate,https://www.portman.senate.gov/public/index.cfm/contact-form,N00003682,,45243961073,,"[S0OH00133, H4OH02032]",Robert,M,400325,29386.0,True,Portman,,S349,J.,,Rob,Sen.Portman@opencongress.org,ocd-division/country:us/state:oh,448 Russell Senate Office Building,,R,202-224-3353,3,OH,Ohio,junior,2017-01-03,2011-01-05,00924,Sen,SenRobPortman,27008.0,http://www.portman.senate.gov,SenRobPortman,1199,43799,senrobportman
86,M000639,1954-01-01,senate,http://www.menendez.senate.gov/contact,N00000699,,349744811357,202-228-2197,"[H2NJ13075, S6NJ00289]",Robert,M,400272,29373.0,True,Menéndez,,S306,,,Bob,Sen.Menendez@opencongress.org,ocd-division/country:us/state:nj,528 Hart Senate Office Building,[{u'last': u'Menendez'}],D,202-224-4744,1,NJ,New Jersey,senior,2019-01-03,2013-01-03,00791,Sen,SenatorMenendez,26961.0,http://menendez.senate.gov,SenatorMenendezNJ,397,47727,SenatorMenendez
87,M000934,1954-05-29,senate,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry,N00005282,,171578807105,202-228-6966,"[H6KS01096, S0KS00091]",Jerry,M,400284,29722.0,True,Moran,,S347,,,,Sen.Moran@opencongress.org,ocd-division/country:us/state:ks,361a Russell Senate Office Building,,R,202-224-6521,3,KS,Kansas,junior,2017-01-03,2011-01-05,01507,Sen,JerryMoran,542.0,http://www.moran.senate.gov,senatorjerrymoran,1999,18152,JerryMoran
88,M001153,1957-05-22,senate,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa,N00026050,,25271170290,202-224-5301,[S4AK00099],Lisa,F,300075,40300.0,True,Murkowski,,S288,A.,,,Sen.Murkowski@opencongress.org,ocd-division/country:us/state:ak,709 Hart Senate Office Building,,R,202-224-6665,3,AK,Alaska,senior,2017-01-03,2011-01-05,01694,Sen,LisaMurkowski,15841.0,http://www.murkowski.senate.gov,senatormurkowski,799,28899,lisamurkowski
89,S000148,1950-11-23,senate,http://www.schumer.senate.gov/Contact/contact_chuck.cfm,N00001093,,15771239406,202-228-3027,"[S8NY00082, H0NY16010]",Charles,M,300087,14858.0,True,Schumer,,S270,E.,,Chuck,Sen.Schumer@opencongress.org,ocd-division/country:us/state:ny,322 Hart Senate Office Building,,D,202-224-6542,3,NY,New York,senior,2017-01-03,2011-01-05,01036,Sen,SenSchumer,26976.0,http://www.schumer.senate.gov,SenatorSchumer,399,102228,SenSchumer
90,R000146,1939-12-02,senate,http://www.reid.senate.gov/contact,N00009922,,360249323990357,202-224-7327,[S6NV00028],Harry,M,300082,15054.0,True,Reid,Minority Leader,S198,M.,,,Sen.Reid@opencongress.org,ocd-division/country:us/state:nv,522 Hart Senate Office Building,,D,202-224-3542,3,NV,Nevada,senior,2017-01-03,2011-01-05,00952,Sen,SenatorReid,53320.0,http://www.reid.senate.gov,SenatorReid,2598,254096,SenatorReid
91,F000444,1962-12-31,senate,http://www.flake.senate.gov/contact.cfm,N00009573,,senatorjeffflake,202-226-4386,"[H0AZ01184, S2AZ00141]",Jeff,M,400134,20100.0,True,Flake,,S358,,,,Sen.Flake@opencongress.org,ocd-division/country:us/state:az,368 Russell Senate Office Building,,R,202-224-4521,1,AZ,Arizona,junior,2019-01-03,2013-01-03,01633,Sen,JeffFlake,28128.0,http://www.flake.senate.gov,flakeoffice,799,25474,JeffFlake
92,B001288,1969-04-27,senate,http://www.booker.senate.gov/?p=contact,N00035267,,,202-224-8378,[S4NJ00185],Cory,M,412598,,True,Booker,,S370,Anthony,,,Sen.Booker@opencongress.org,ocd-division/country:us/state:nj,141 Hart Senate Office Building,,D,202-224-3224,2,NJ,New Jersey,junior,2021-01-03,2015-01-06,02194,Sen,SenBookerOfc,76151.0,http://www.booker.senate.gov,SenCoryBooker,2398,1531595,CoryBooker
93,B000711,1940-11-11,senate,https://www.boxer.senate.gov/contact/shareyourviews.html,N00006692,,116513005087055,202-224-0454,"[S2CA00286, H2CA06028, P80003247]",Barbara,F,300011,15011.0,True,Boxer,,S223,,,,Sen.Boxer@opencongress.org,ocd-division/country:us/state:ca,112 Hart Senate Office Building,,D,202-224-3553,3,CA,California,junior,2017-01-03,2011-01-05,00116,Sen,SenatorBoxer,53274.0,http://www.boxer.senate.gov,SenatorBoxer,399,56763,SenatorBoxer
94,G000359,1955-07-09,senate,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham,N00009975,,257937783228,202-224-3808,"[S0SC00149, H4SC03087]",Lindsey,M,300047,29566.0,True,Graham,,S293,O.,,,Sen.Lgraham@opencongress.org,ocd-division/country:us/state:sc,290 Russell Senate Office Building,,R,202-224-5972,2,SC,South Carolina,senior,2021-01-03,2015-01-06,00452,Sen,GrahamBlog,21992.0,http://www.lgraham.senate.gov,USSenLindseyGraham,3231,68955,GrahamBlog
95,C001056,1952-02-02,senate,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,N00024852,,75755694423,202-228-2856,[S2TX00106],John,M,300027,40305.0,True,Cornyn,Majority Whip,S287,,,,Sen.Cornyn@opencongress.org,ocd-division/country:us/state:tx,517 Hart Senate Office Building,,R,202-224-2934,2,TX,Texas,senior,2021-01-03,2015-01-06,01692,Sen,JohnCornyn,15375.0,http://www.cornyn.senate.gov,senjohncornyn,2798,65109,JohnCornyn
96,D000618,1962-08-20,senate,,N00033054,,185361254941832,202-228-1236,"[H2MT01060, S2MT00096]",Steve,M,412549,21338.0,True,Daines,,S375,,,,Sen.Daines@opencongress.org,ocd-division/country:us/state:mt,1 Russell Senate Courtyard,,R,202-224-2651,2,MT,Montana,junior,2021-01-03,2015-01-06,02138,Sen,SteveDaines,135720.0,http://www.daines.senate.gov,SteveDainesMT,1203,4456,SteveDaines
97,G000386,1933-09-17,senate,http://www.grassley.senate.gov/constituents/questions-and-comments,N00001758,,106480645796,202-224-6020,[S0IA00028],Charles,M,300048,14226.0,True,Grassley,,S153,E.,,Chuck,Sen.Grassley@opencongress.org,ocd-division/country:us/state:ia,135 Hart Senate Office Building,,R,202-224-3744,3,IA,Iowa,senior,2017-01-03,2011-01-05,00457,Sen,ChuckGrassley,53293.0,http://www.grassley.senate.gov,senchuckgrassley,3222,84097,ChuckGrassley
98,W000805,1954-12-15,senate,http://www.warner.senate.gov/public//index.cfm?p=ContactPage#form_f9db6196-2dc7-4cda-8add-f8435a71318a,N00002097,,7935122852,202-224-6295,"[S6VA00093, P80003023]",Mark,M,412321,40909.0,True,Warner,,S327,,,,Sen.Warner@opencongress.org,ocd-division/country:us/state:va,475 Russell Senate Office Building,,D,202-224-2023,2,VA,Virginia,senior,2021-01-03,2015-01-06,01897,Sen,MarkWarner,535.0,http://www.warner.senate.gov,SenatorMarkWarner,198,51370,MarkWarner
99,B001236,1950-12-10,senate,http://www.boozman.senate.gov/public/index.cfm/e-mail-me,N00013873,,7686715735,202-228-1371,"[H2AR03176, S0AR00150]",John,M,400040,20101.0,True,Boozman,,S343,,,,Sen.Boozman@opencongress.org,ocd-division/country:us/state:ar,320 Hart Senate Office Building,,R,202-224-4843,3,AR,Arkansas,senior,2017-01-03,2011-01-05,01687,Sen,JohnBoozman,27958.0,http://www.boozman.senate.gov,BoozmanPressOffice,1612,22199,JohnBoozman
